cropped_trimmed_2_0089.png,90
cropped_trimmed_2_0090.png,82
cropped_trimmed_2_0091.png,98
cropped_trimmed_2_0092.png,108
cropped_trimmed_2_0093.png,106
cropped_trimmed_2_0094.png,173
cropped_trimmed_2_0095.png,145
cropped_trimmed_2_0096.png,171
cropped_trimmed_2_0097.png,161
cropped_trimmed_2_0098.png,160
cropped_trimmed_2_0099.png,154
cropped_trimmed_2_0100.png,88
cropped_trimmed_2_0101.png,86
cropped_trimmed_2_0102.png,73
cropped_trimmed_2_0103.png,67
cropped_trimmed_2_0104.png,59